dediac	original_gold	max_gold	max_gold_alt
اليميني	الْيَمِينِيِّ	الْيَمِينِيِّ	
اليساري	الْيَسَارِيِّ	الْيَسَارِيِّ	
على	عَلَى	عَلَى	
حافة	حَافَّةِ	حَافَّةِ	
التفكك	التَّفَكُّكِ	التَّفَكُّكِ	
بعد	بَعْدَ	بَعْدَ	
سنة	سَنَةٍ	سَنَةٍ	
من	مِنْ	مِنْ	
تشكله	تَشَكُّلِهِ	تَشَكُّلِهِ	
بصعوبة	بِصُعُوبَةٍ	بِصُعُوبَةٍ	
بالغة	بَالِغَةٍ	بَالِغَةٍ	
،	،	،	
وتفككه	وَتَفَكُّكُهُ	وَتَفَكُّكُهُ	
يعني	يَعْنِي	يَعْنِي	
إجراء	إِجْرَاءَ	إِجْرَاءَ	
انتخابات	انْتِخَابَاتٍ	انْتِخَابَاتٍ	
مبكرة	مُبَكِّرَةٍ	مُبَكِّرَةٍ	
.	.	.	
			
يبقى	يَبْقَى	يَبْقَى	
عند	عِنْدَ	عِنْدَ	
ائتلاف	ائْتِلَافِ	ائْتِلَافِ	
"	"	"	
الديمقراطية	الدِّيمُقْرَاطِيَّةِ	اَلدِّيمُقْرَاطِيَّةِ	
الجديدة	الْجَدِيدَةِ	الْجَدِيدَةِ	
"	"	"	
اليميني	الْيَمِينِيِّ	اَلْيَمِينِيِّ	
مع	مَعَ	مَعَ	
باسوك	بَاسُوكْ	بَاسُوكْ	
اليساري	الْيَسَارِيِّ	الْيَسَارِيِّ	
أغلبية	أَغْلَبِيَّةٌ	أَغْلَبِيَّةٌ	
مطلقة	مُطْلَقَةٌ	مُطْلَقَةٌ	
153	153	153	
من	مِنْ	مِنْ	
أصل	أَصْلِ	أَصْلِ	
300	300	300	
مقعد	مَقْعَدٍ	مَقْعَدٍ	
في	فِي	فِي	
البرلمان	الْبَرْلَمَانِ	الْبَرْلَمَانِ	
بعد	بَعْدَ	بَعْدَ	
انسحاب	انْسِحَابِ	انْسِحَابِ	
14	14	14	
عضوا	عُضْوًا	عُضْوًا	
ديمار	دِيمَارْ	دِيمَارْ	
منه	مِنْهُ	مِنْهُ	
،	،	،	
وهي	وَهِيَ	وَهِيَ	
أغلبية	أَغْلَبِيَّةٌ	أَغْلَبِيَّةٌ	
ضئيلة	ضَئِيلَةٌ	ضَئِيلَةٌ	
تصعب	تُصَعِّبُ	تُصَعِّبُ	
تمرير	تَمْرِيرَ	تَمْرِيرَ	
بعض	بَعْضِ	بَعْضِ	
القرارات	الْقَرَارَاتِ	الْقَرَارَاتِ	
غير	غَيْرِ	غَيْرِ	
الشعبية	الشَّعْبِيَّةِ	الشَّعْبِيَّةِ	
المتعلقة	الْمُتَعَلِّقَةِ	الْمُتَعَلِّقَةِ	
بالإجراءات	بِالْإِجْرَاءَاتِ	بِالْإِجْرَاءَاتِ	
المضادة	الْمُضَادَّةِ	الْمُضَادَّةِ	
للأزمة	لِلْأَزْمَةِ	لِلْأَزْمَةِ	
المالية	الْمَالِيَّةِ	الْمَالِيَّةِ	
.	.	.	
			
الصين	الصِّينُ	اَلصِّينُ	
ترفض	تَرْفُضُ	تَرْفُضُ	
العقوبات	الْعُقُوبَاتِ	الْعُقُوبَاتِ	
الأمريكية	الْأَمْرِيكِيَّةَ	الْأَمْرِيكِيَّةَ	
على	عَلَى	عَلَى	
النفط	النِّفْطِ	النِّفْطِ	النَّفْطِ
الإيراني	الْإِيرَانِيِّ	الْإِيرَانِيِّ	
			
صرح	صَرَّحَ	صَرَّحَ	
ليو	لِيُو	لِيُو	
وي	وِي	وِي	
مين	مِينْ	مِينْ	
المتحدث	الْمُتَحَدِّثُ	الْمُتَحَدِّثُ	
باسم	بِاسْمِ	بِاسْمِ	
وزارة	وِزَارَةِ	وِزَارَةِ	
الخارجية	الْخَارِجِيَّةِ	الْخَارِجِيَّةِ	
الصينية	الصِّينِيَّةِ	الصِّينِيَّةِ	
أن	أَنَّ	أَنَّ	
بلاده	بِلَادَهُ	بِلَادَهُ	
ترفض	تَرْفُضُ	تَرْفُضُ	
أي	أَيَّ	أَيَّ	
عقوبات	عُقُوبَاتٍ	عُقُوبَاتٍ	
أحادية	أُحَادِيَّةِ	أُحَادِيَّةِ	
الجانب	الْجَانِبِ	الْجَانِبِ	
تفرضها	تَفْرِضُهَا	تَفْرِضُهَا	
دولة	دَوْلَةٌ	دَوْلَةٌ	
أخرى	أُخْرَى	أُخْرَى	
بموجب	بِمُوجِبِ	بِمُوجِبِ	
قانونها	قَانُونِهَا	قَانُونِهَا	
المحلي	الْمَحَلِّيِّ	الْمَحَلِّيِّ	
على	عَلَى	عَلَى	
دولة	دَوْلَةٍ	دَوْلَةٍ	
ثالثة	ثَالِثَةٍ	ثَالِثَةٍ	
،	،	،	
بالإشارة	بِالْإِشَارَةِ	بِالْإِشَارَةِ	
إلى	إِلَى	إِلَى	
القانون	الْقَانُونِ	الْقَانُونِ	
الصادر	الصَّادِرِ	الصَّادِرِ	
في	فِي	فِي	
الولايات	الْوِلَايَاتِ	الْوِلَايَاتِ	
المتحدة	الْمُتَّحِدَةِ	الْمُتَّحِدَةِ	
والقاضي	وَالْقَاضِي	وَالْقَاضِي	
بفرض	بِفَرْضِ	بِفَرْضِ	
عقوبات	عُقُوبَاتٍ	عُقُوبَاتٍ	
على	عَلَى	عَلَى	
أي	أَيِّ	أَيِّ	
دولة	دَوْلَةٍ	دَوْلَةٍ	
لا	لَا	لَا	
تشارك	تُشَارِكُ	تُشَارِكُ	
في	فِي	فِي	
العقوبات	الْعُقُوبَاتِ	الْعُقُوبَاتِ	
الأمريكية	الْأَمْرِيكِيَّةِ	الْأَمْرِيكِيَّةِ	
على	عَلَى	عَلَى	
صادرات	صَادِرَاتِ	صَادِرَاتِ	
النفط	النِّفْطِ	النِّفْطِ	النَّفْطِ
الإيراني	الْإِيرَانِيِّ	الْإِيرَانِيِّ	
ابتداء	ابْتِدَاءً	ابْتِدَاءً	
من	مِنْ	مِنْ	
28	28	28	
يونيو	يُونْيُو	يُونْيُو	يُونِيُو
الجاري	الْجَارِي	الْجَارِي	
.	.	.	
وأكد	وَأَكَّدَ	وَأَكَّدَ	
المتحدث	الْمُتَحَدِّثُ	الْمُتَحَدِّثُ	
باسم	بِاسْمِ	بِاسْمِ	
الخارجية	الْخَارِجِيَّةِ	الْخَارِجِيَّةِ	
الصينية	الصِّينِيَّةِ	الصِّينِيَّةِ	
أن	أَنَّ	أَنَّ	
واردات	وَارِدَاتِ	وَارِدَاتِ	
بلاده	بِلَادِهِ	بِلَادِهِ	
من	مِنْ	مِنَ	
النفط	النِّفْطِ	النِّفْطِ	النَّفْطِ
الإيراني	الْإِيرَانِيِّ	الْإِيرَانِيِّ	
طبيعية	طَبِيعِيَّةٌ	طَبِيعِيَّةٌ	
وشفافة	وَشَفَّافَةٌ	وَشَفَّافَةٌ	
ولا	وَلَا	وَلَا	
تخالف	تُخَالِفُ	تُخَالِفُ	
القوانين	الْقَوَانِينَ	الْقَوَانِينَ	
الدولية	الدَّوْلِيَّةَ	الدَّوْلِيَّةَ	
.	.	.	
			
وكانت	وَكَانَتْ	وَكَانَتِ	
الولايات	الْوِلَايَاتُ	الْوِلَايَاتُ	
المتحدة	الْمُتَّحِدَةُ	الْمُتَّحِدَةُ	
قد	قَدْ	قَدْ	
أعلنت	أَعْلَنَتْ	أَعْلَنَتْ	
منذ	مُنْذُ	مُنْذُ	
أيام	أَيَّامٍ	أَيَّامٍ	
عن	عَنْ	عَنِ	
استثنائها	اسْتِثْنَائِهَا	اسْتِثْنَائِهَا	
لسبع	لِسَبْعِ	لِسَبْعِ	
دول	دُوَلٍ	دُوَلٍ	
من	مِنْ	مِنَ	
العقوبات	الْعُقُوبَاتِ	الْعُقُوبَاتِ	
التي	الَّتِي	الَّتِي	
يفرضها	يَفْرِضُهَا	يَفْرِضُهَا	
"	"	"	
قانون	قَانُونُ	قَانُونُ	
إقرار	إِقْرَارِ	إِقْرَارِ	
الدفاع	الدِّفَاعِ	الدِّفَاعِ	
الوطني	الْوَطَنِيِّ	الْوَطَنِيِّ	
"	"	"	
لسنة	لِسَنَةِ	لِسَنَةِ	
2012	2012	2012	
الصادر	الصَّادِرُ	الصَّادِرُ	
في	فِي	فِي	
ديسمبر	دِيسِمْبِرَ	دِيسِمْبِرَ	دِيسَمْبِرِ
الماضي	الْمَاضِي	الْمَاضِي	
على	عَلَى	عَلَى	
شركات	شَرِكَاتِ	شَرِكَاتِ	
الدول	الدُّوَلِ	الدُّوَلِ	
التي	الَّتِي	الَّتِي	
لا	لَا	لَا	
تخفض	تُخَفِّضُ	تُخَفِّضُ	
وارداتها	وَارِدَاتِهَا	وَارِدَاتِهَا	
من	مِنْ	مِنَ	
النفط	النِّفْطِ	النِّفْطِ	النَّفْطِ
الإيراني	الْإِيرَانِيِّ	الْإِيرَانِيِّ	
بشكل	بِشَكْلٍ	بِشَكْلٍ	
ملحوظ	مَلْحُوظٍ	مَلْحُوظٍ	
من	مِنْ	مِنْ	
28	28	28	
يونيو	يُونْيُو	يُونْيُو	يُونِيُو
الجاري	الْجَارِي	الْجَارِي	
،	،	،	
وهذا	وَهَذَا	وَهَٰذَا	
الاستثناء	الِاسْتِثْنَاءُ	الِاسْتِثْنَاءُ	
لم	لَمْ	لَمْ	
يشمل	يَشْمَلْ	يَشْمَلِ	
الصين	الصِّينَ	الصِّينَ	
.	.	.	
			
وأكد	وَأَكَّدَ	وَأَكَّدَ	
المتحدث	الْمُتَحَدِّثُ	الْمُتَحَدِّثُ	
باسم	بِاسْمِ	بِاسْمِ	
وزارة	وِزَارَةِ	وِزَارَةِ	
الخارجية	الْخَارِجِيَّةِ	الْخَارِجِيَّةِ	
الصينية	الصِّينِيَّةِ	الصِّينِيَّةِ	
رفض	رَفْضَ	رَفْضَ	
بلاده	بِلَادِهِ	بِلَادِهِ	
لفرض	لِفَرْضِ	لِفَرْضِ	
عقوبات	عُقُوبَاتٍ	عُقُوبَاتٍ	
على	عَلَى	عَلَى	
إيران	إِيرَانَ	إِيرَانَ	
بموجب	بِمُوجِبِ	بِمُوجِبِ	
قانون	قَانُونٍ	قَانُونٍ	
للولايات	لِلْوِلَايَاتِ	لِلْوِلَايَاتِ	
المتحدة	الْمُتَّحِدَةِ	الْمُتَّحِدَةِ	
،	،	،	
وقال	وَقَالَ	وَقَالَ	
:	:	:	
"	"	"	
تستورد	تَسْتَوْرِدُ	تَسْتَوْرِدُ	
الصين	الصِّينُ	الصِّينُ	
النفط	النِّفْطَ	النِّفْطَ	النَّفْطَ
الخام	الْخَامَ	الْخَامَ	
من	مِنْ	مِنْ	
إيران	إِيرَانَ	إِيرَانَ	
بطريقة	بِطَرِيقَةٍ	بِطَرِيقَةٍ	
طبيعية	طَبِيعِيَّةٍ	طَبِيعِيَّةٍ	
انطلاقا	انْطِلَاقًا	انْطِلَاقًا	
من	مِنْ	مِنْ	
حاجتها	حَاجَتِهَا	حَاجَتِهَا	
لتنمية	لِتَنْمِيَةِ	لِتَنْمِيَةِ	
اقتصادها	اقْتِصَادِهَا	اقْتِصَادِهَا	
.	.	.	
وإنه	وَإِنَّهُ	وَإِنَّهُ	
مفتوح	مَفْتُوحٌ	مَفْتُوحٌ	
وشفاف	وَشَفَّافٌ	وَشَفَّافٌ	
ولا	وَلَا	وَلَا	
يخالف	يُخَالِفُ	يُخَالِفُ	
القرار	الْقَرَارَ	الْقَرَارَ	
المعني	الْمَعْنِيَّ	الْمَعْنِيَّ	
لمجلس	لِمَجْلِسِ	لِمَجْلِسِ	
الأمن	الْأَمْنِ	الْأَمْنِ	
للأمم	لِلْأُمَمِ	لِلْأُمَمِ	
المتحدة	الْمُتَّحِدَةِ	الْمُتَّحِدَةِ	
ولا	وَلَا	وَلَا	
يؤذي	يُؤْذِي	يُؤْذِي	
مصالح	مَصَالِحَ	مَصَالِحَ	
أي	أَيِّ	أَيِّ	
طرف	طَرَفٍ	طَرَفٍ	
ثالث	ثَالِثٍ	ثَالِثٍ	
والمجتمع	وَالْمُجْتَمَعِ	وَالْمُجْتَمَعِ	
الدولي	الدَّوْلِيِّ	الدَّوْلِيِّ	
وهو	وَهُوَ	وَهُوَ	
طبقا	طِبْقًا	طِبْقًا	
للقانون	لِلْقَانُونِ	لِلْقَانُونِ	
.	.	.	
"	"	"	
			
بصرف	بِصَرْفِ	بِصَرْفِ	
النظر	النَّظَرِ	النَّظَرِ	
عن	عَنْ	عَنِ	
الموقف	الْمَوْقِفِ	الْمَوْقِفِ	
الرسمي	الرَّسْمِيِّ	الرَّسْمِيِّ	
للحكومة	لِلْحُكُومَةِ	لِلْحُكُومَةِ	
الصينية	الصِّينِيَّةِ	الصِّينِيَّةِ	
،	،	،	
رفضت	رَفَضَتْ	رَفَضَتْ	
"	"	"	
سينوبك	سِينُوبِكْ	سِينُوبِكْ	
"	"	"	
إحدى	إِحْدَى	إِحْدَى	
مصافي	مَصَافِي	مَصَافِي	
النفط	النِّفْطِ	النِّفْطِ	النَّفْطِ
الصينية	الصِّينِيَّةِ	الصِّينِيَّةِ	
عرضا	عَرْضًا	عَرْضًا	
باستيراد	بِاسْتِيرَادِ	بِاسْتِيرَادِ	
نفط	نِفْطٍ	نِفْطٍ	نَفْطٍ
رخيص	رَخِيصٍ	رَخِيصٍ	
من	مِنْ	مِنْ	
إيران	إِيرَانَ	إِيرَانَ	
،	،	،	
ونشرت	وَنَشَرَتْ	وَنَشَرَتْ	
وكالة	وِكَالَةُ	وِكَالَةُ	
رويترز	رُويْتَرْزْ	رُويْتَرْزْ	رُويْتِرْزْ
تصريح	تَصْرِيحَ	تَصْرِيحَ	
مسؤول	مَسْؤُولٍ	مَسْؤُولٍ	
رفيع	رَفِيعٍ	رَفِيعٍ	
في	فِي	فِي	
قطاع	قِطَاعِ	قِطَاعِ	
النفط	النِّفْطِ	النِّفْطِ	النَّفْطِ
الصيني	الصِّينِيِّ	الصِّينِيِّ	
دون	دُونَ	دُونَ	
أن	أَنْ	أَنْ	
تذكر	تَذْكُرَ	تَذْكُرَ	
اسمه	اسْمَهُ	اسْمَهُ	
بأن	بِأَنَّ	بِأَنَّ	
"	"	"	
العلاقات	الْعَلَاقَاتِ	اَلْعَلَاقَاتِ	
مع	مَعَ	مَعَ	
الولايات	الْوِلَايَاتِ	الْوِلَايَاتِ	
المتحدة	الْمُتَّحِدَةِ	الْمُتَّحِدَةِ	
الأمريكية	الْأَمْرِيكِيَّةِ	الْأَمْرِيكِيَّةِ	
أهم	أَهَمُّ	أَهَمُّ	
من	مِنْ	مِنَ	
النفط	النِّفْطِ	النِّفْطِ	النَّفْطِ
الرخيص	الرَّخِيصِ	الرَّخِيصِ	
"	"	"	
.	.	.	
			
ويهدف	وَيَهْدِفُ	وَيَهْدِفُ	
"	"	"	
قانون	قَانُونُ	قَانُونُ	
إقرار	إِقْرَارِ	إِقْرَارِ	
الدفاع	الدِّفَاعِ	الدِّفَاعِ	
الوطني	الْوَطَنِيِّ	الْوَطَنِيِّ	
"	"	"	
الأمريكي	الْأَمْرِيكِيُّ	اَلْأَمْرِيكِيُّ	
لسنة	لِسَنَةِ	لِسَنَةِ	
2012	2012	2012	
إلى	إِلَى	إِلَى	
زيادة	زِيَادَةِ	زِيَادَةِ	
الضغوط	الضُّغُوطِ	الضُّغُوطِ	
على	عَلَى	عَلَى	
إيران	إِيرَانَ	إِيرَانَ	
للتخلي	لِلتَّخَلِّي	لِلتَّخَلِّي	
عن	عَنْ	عَنْ	
برنامجها	بَرْنَامَجِهَا	بَرْنَامَجِهَا	
النووي	النَّوَوِيِّ	النَّوَوِيِّ	
الذي	الَّذِي	الَّذِي	
تشك	تَشُكُّ	تَشُكُّ	
الولايات	الْوِلَايَاتُ	الْوِلَايَاتُ	
المتحدة	الْمُتَّحِدَةُ	الْمُتَّحِدَةُ	
أنه	أَنَّهُ	أَنَّهُ	
يهدف	يَهْدِفُ	يَهْدِفُ	
إلى	إِلَى	إِلَى	
إنتاج	إِنْتَاجِ	إِنْتَاجِ	
أسلحة	أَسْلِحَةٍ	أَسْلِحَةٍ	
نووية	نَوَوِيَّةٍ	نَوَوِيَّةٍ	
،	،	،	
بينما	بَيْنَمَا	بَيْنَمَا	
تصر	تُصِرُّ	تُصِرُّ	
إيران	إِيرَانُ	إِيرَانُ	
على	عَلَى	عَلَى	
أن	أَنَّ	أَنَّ	
أغراض	أَغْرَاضَ	أَغْرَاضَ	
البرنامج	الْبَرْنَامَجِ	الْبَرْنَامَجِ	
سلمية	سِلْمِيَّةٌ	سِلْمِيَّةٌ	
بحتة	بَحْتَةٌ	بَحْتَةٌ	
.	.	.	
			
أسعار	أَسْعَارُ	أَسْعَارُ	
النفط	النِّفْطِ	النِّفْطِ	النَّفْطِ
تتراجع	تَتَرَاجَعُ	تَتَرَاجَعُ	
عن	عَنْ	عَنْ	
مستوى	مُسْتَوَى	مُسْتَوَى	
70	70	70	
دولارا	دُولَارًا	دُولَارًا	
			
عاودت	عَاوَدَتْ	عَاوَدَتْ	
أسعار	أَسْعَارُ	أَسْعَارُ	
النفط	النِّفْطِ	النِّفْطِ	النَّفْطِ
الخام	الْخَامِ	الْخَامِ	
تراجعها	تَرَاجُعَهَا	تَرَاجُعَهَا	
في	فِي	فِي	
الأسواق	الْأَسْوَاقِ	الْأَسْوَاقِ	
الدولية	الدَّوْلِيَّةِ	الدَّوْلِيَّةِ	
عن	عَنْ	عَنْ	
مستوى	مُسْتَوَى	مُسْتَوَى	
ال	الْ	الْ	
70	70	70	
دولارا	دُولَارًا	دُولَارًا	
وذلك	وَذَلِكَ	وَذَٰلِكَ	
في	فِي	فِي	
آخر	آخِرِ	آخِرِ	
تعاملات	تَعَامُلَاتِ	تَعَامُلَاتِ	
الأسبوع	الْأُسْبُوعِ	الْأُسْبُوعِ	
بعد	بَعْدَ	بَعْدَ	
أن	أَنْ	أَنْ	
كشف	كَشَفَ	كَشَفَ	
أحد	أَحَدُ	أَحَدُ	
المؤشرات	الْمُؤَشِّرَاتِ	الْمُؤَشِّرَاتِ	
الجديدة	الْجَدِيدَةِ	الْجَدِيدَةِ	
المتعلقة	الْمُتَعَلِّقَةِ	الْمُتَعَلِّقَةِ	
بالاقتصاد	بِالِاقْتِصَادِ	بِالِاقْتِصَادِ	
الأمريكي	الْأَمْرِيكِيِّ	الْأَمْرِيكِيِّ	
عن	عَنْ	عَنِ	
استمرار	اسْتِمْرَارِ	اسْتِمْرَارِ	
تضاؤل	تَضَاؤُلِ	تَضَاؤُلِ	
فرص	فُرَصِ	فُرَصِ	
حدوث	حُدُوثٍ	حُدُوثٍ	
تعاف	تَعَافٍ	تَعَافٍ	
اقتصادي	اقْتِصَادِيٍّ	اقْتِصَادِيٍّ	
ملموس	مَلْمُوسٍ	مَلْمُوسٍ	
مع	مَعَ	مَعَ	
إمكانية	إِمْكَانِيَّةِ	إِمْكَانِيَّةِ	
مواصلة	مُوَاصَلَةِ	مُوَاصَلَةِ	
الانكماش	الِانْكِمَاشِ	الِانْكِمَاشِ	
خاصة	خَاصَّةً	خَاصَّةً	
مع	مَعَ	مَعَ	
ضعف	ضَعْفِ	ضَعْفِ	ضُعْفِ
مستويات	مُسْتَوَيَاتِ	مُسْتَوَيَاتِ	
الاستهلاك	الِاسْتِهْلَاكِ	الِاسْتِهْلَاكِ	
.	.	.	
			
وقد	وَقَدْ	وَقَدْ	
تمثلت	تَمَثَّلَتْ	تَمَثَّلَتْ	
تلك	تِلْكَ	تِلْكَ	
